skill,call_time,count(*)
7017,09:58:36,1
7017,09:58:47,1
7017,09:59:13,1
7017,09:59:23,1
7017,09:59:26,1
7017,09:59:27,1
7017,09:59:29,1
7017,09:59:30,1
7017,09:59:40,2
7017,09:59:42,1
7017,09:59:46,1
7017,09:59:49,2
7017,10:00:00,1
7017,10:00:05,2
7017,10:00:07,2
7017,10:00:15,3
7017,10:00:16,1
7017,10:00:21,1
7017,10:00:22,1
7017,10:00:31,1
7017,10:00:32,1
7017,10:00:35,2
7017,10:00:46,2
7017,10:00:51,1
7017,10:00:52,1
7017,10:01:02,1
7017,10:01:13,1
7017,10:01:14,1
7017,10:01:20,1
7017,10:01:24,1
7017,10:01:25,1
7017,10:01:33,1
7017,10:01:34,2
7017,10:01:43,5
7017,10:01:44,1
7017,10:01:52,2
7017,10:01:56,1
7017,10:01:57,1
7017,10:02:02,1
7017,10:02:04,1
7017,10:02:06,2
7017,10:02:08,1
7017,10:02:09,2
7017,10:02:10,1
7017,10:02:20,2
7017,10:02:21,1
7017,10:02:23,2
7017,10:02:32,2
7017,10:02:35,1
7017,10:02:45,1
7017,10:02:51,2
7017,10:02:55,2
7017,10:02:57,1
7017,10:02:58,2
7017,10:03:02,1
7017,10:03:03,1
7017,10:03:07,2
7017,10:03:18,2
7017,10:03:24,2
7017,10:03:32,1
7017,10:03:34,1
7017,10:03:39,3
7017,10:03:40,1
7017,10:03:50,2
7017,10:03:53,1
7017,10:04:01,4
7017,10:04:03,1
7017,10:04:06,1
7017,10:04:12,2
7017,10:04:15,1
7017,10:04:16,1
7017,10:04:17,1
7017,10:04:20,3
7017,10:04:28,3
7017,10:04:30,1
7017,10:04:34,1
7017,10:04:40,4
7017,10:04:45,1
7017,10:04:46,1
7017,10:04:47,1
7017,10:04:57,3
7017,10:05:07,3
7017,10:05:10,1
7017,10:05:16,1
7017,10:05:19,1
7017,10:05:22,1
7017,10:05:24,1
7017,10:05:27,1
7017,10:05:33,3
7017,10:05:38,2
7017,10:05:44,2
7017,10:05:46,2
7017,10:05:54,2
7017,10:05:55,1
7017,10:05:56,1
7017,10:06:04,1
7017,10:06:07,1
7017,10:06:10,4
7017,10:06:18,3
7017,10:06:21,2
7017,10:06:23,1
7017,10:06:24,1
7017,10:06:25,1
7017,10:06:26,1
7017,10:06:31,1
7017,10:06:33,3
7017,10:06:34,1
7017,10:06:38,1
7017,10:06:39,1
7017,10:06:41,1
7017,10:06:46,2
7017,10:06:47,1
7017,10:06:57,5
7017,10:06:59,2
7017,10:07:00,2
7017,10:07:06,3
7017,10:07:11,1
7017,10:07:14,3
7017,10:07:15,1
7017,10:07:21,1
7017,10:07:23,1
7017,10:07:30,1
7017,10:07:34,3
7017,10:07:35,2
7017,10:07:38,2
7017,10:07:39,2
7017,10:07:40,2
7017,10:07:46,3
7017,10:07:47,1
7017,10:07:54,3
7017,10:07:58,1
7017,10:08:02,2
7017,10:08:04,2
7017,10:08:13,3
7017,10:08:14,1
7017,10:08:16,2
7017,10:08:17,1
7017,10:08:19,1
7017,10:08:20,1
7017,10:08:21,3
7017,10:08:22,3
7017,10:08:28,3
7017,10:08:31,2
7017,10:08:34,1
7017,10:08:42,1
7017,10:08:45,1
7017,10:08:47,1
7017,10:08:48,2
7017,10:08:52,1
7017,10:08:54,2
7017,10:08:57,3
7017,10:08:58,1
7017,10:08:59,1
7017,10:09:00,1
7017,10:09:10,3
7017,10:09:13,1
7017,10:09:15,1
7017,10:09:18,3
7017,10:09:19,1
7017,10:09:29,1
7017,10:09:30,4
7017,10:09:31,2
7017,10:09:33,2
7017,10:09:36,2
7017,10:09:47,3
7017,10:09:50,2
7017,10:09:58,2
7017,10:09:59,1
7017,10:10:06,2
7017,10:10:08,2
7017,10:10:10,1
7017,10:10:16,1
7017,10:10:21,1
7017,10:10:23,1
7017,10:10:25,2
7017,10:10:26,1
7017,10:10:27,1
7017,10:10:29,1
7017,10:10:31,2
7017,10:10:34,1
7017,10:10:35,1
7017,10:10:38,1
7017,10:10:43,1
7017,10:10:45,3
7017,10:10:47,1
7017,10:10:50,1
7017,10:10:53,1
7017,10:10:54,1
7017,10:10:55,1
7017,10:10:57,1
7017,10:11:06,4
7017,10:11:08,1
7017,10:11:13,2
7017,10:11:15,2
7017,10:11:18,2
7017,10:11:21,3
7017,10:11:24,2
7017,10:11:26,1
7017,10:11:35,4
7017,10:11:36,2
7017,10:11:37,1
7017,10:11:38,1
7017,10:11:39,2
7017,10:11:41,1
7017,10:11:43,1
7017,10:11:45,2
7017,10:11:52,4
7017,10:11:56,1
7017,10:11:57,3
7017,10:12:00,1
7017,10:12:01,2
7017,10:12:03,1
7017,10:12:06,2
7017,10:12:07,1
7017,10:12:08,1
7017,10:12:09,4
7017,10:12:10,1
7017,10:12:15,1
7017,10:12:21,2
7017,10:12:22,2
7017,10:12:27,4
7017,10:12:30,1
7017,10:12:41,1
7017,10:12:44,2
7017,10:12:47,2
7017,10:12:49,2
7017,10:12:53,2
7017,10:13:04,2
7017,10:13:12,3
7017,10:13:14,1
7017,10:13:18,1
7017,10:13:19,3
7017,10:13:22,1
7017,10:13:24,5
7017,10:13:26,1
7017,10:13:30,3
7017,10:13:34,2
7017,10:13:38,2
7017,10:13:45,3
7017,10:13:46,1
7017,10:13:47,2
7017,10:13:49,1
7017,10:13:52,3
7017,10:13:58,3
7017,10:13:59,2
7017,10:14:02,1
7017,10:14:05,3
7017,10:14:06,1
7017,10:14:07,1
7017,10:14:10,2
7017,10:14:15,2
7017,10:14:17,1
7017,10:14:20,2
7017,10:14:21,1
7017,10:14:26,1
7017,10:14:27,4
7017,10:14:32,3
7017,10:14:35,2
7017,10:14:38,1
7017,10:14:46,2
7017,10:14:49,1
7017,10:14:50,1
7017,10:14:51,1
7017,10:14:56,4
7017,10:15:00,1
7017,10:15:02,1
7017,10:15:08,5
7017,10:15:09,2
7017,10:15:10,1
7017,10:15:13,2
7017,10:15:19,2
7017,10:15:21,2
7017,10:15:25,2
7017,10:15:28,1
7017,10:15:30,1
7017,10:15:32,3
7017,10:15:33,1
7017,10:15:34,1
7017,10:15:38,2
7017,10:15:41,3
7017,10:15:45,3
7017,10:15:49,4
7017,10:15:56,2
7017,10:15:57,2
7017,10:15:59,1
7017,10:16:00,1
7017,10:16:02,3
7017,10:16:05,5
7017,10:16:11,3
7017,10:16:16,1
7017,10:16:18,2
7017,10:16:20,1
7017,10:16:24,3
7017,10:16:31,2
7017,10:16:36,1
7017,10:16:38,1
7017,10:16:39,1
7017,10:16:45,1
7017,10:16:47,1
7017,10:16:50,2
7017,10:16:52,3
7017,10:16:54,1
7017,10:16:55,2
7017,10:16:56,1
7017,10:16:59,3
7017,10:17:01,2
7017,10:17:04,2
7017,10:17:05,1
7017,10:17:07,1
7017,10:17:08,2
7017,10:17:12,3
7017,10:17:13,2
7017,10:17:15,1
7017,10:17:16,1
7017,10:17:26,5
7017,10:17:32,5
7017,10:17:34,1
7017,10:17:37,1
7017,10:17:39,2
7017,10:17:46,2
7017,10:17:51,1
7017,10:17:57,1
7017,10:17:58,1
7017,10:18:00,1
7017,10:18:09,6
7017,10:18:10,1
7017,10:18:11,1
7017,10:18:15,1
7017,10:18:20,2
7017,10:18:21,1
7017,10:18:24,3
7017,10:18:26,3
7017,10:18:31,2
7017,10:18:34,1
7017,10:18:39,1
7017,10:18:40,1
7017,10:18:43,3
7017,10:18:51,3
7017,10:18:53,2
7017,10:18:54,2
7017,10:18:57,2
7017,10:18:58,2
7017,10:18:59,2
7017,10:19:02,2
7017,10:19:07,3
7017,10:19:12,4
7017,10:19:15,1
7017,10:19:16,1
7017,10:19:23,4
7017,10:19:31,2
7017,10:19:32,1
7017,10:19:40,2
7017,10:19:48,1
7017,10:19:54,3
7017,10:20:00,1
7017,10:20:02,1
7017,10:20:03,1
7017,10:20:11,2
7017,10:20:12,1
7017,10:20:15,1
7017,10:20:16,1
7017,10:20:17,2
7017,10:20:20,2
7017,10:20:21,2
7017,10:20:23,1
7017,10:20:25,2
7017,10:20:27,1
7017,10:20:28,1
7017,10:20:29,1
7017,10:20:39,6
7017,10:20:50,1
7017,10:20:53,2
7017,10:21:01,1
7017,10:21:02,3
7017,10:21:03,1
7017,10:21:04,2
7017,10:21:14,4
7017,10:21:16,1
7017,10:21:20,1
7017,10:21:22,2
7017,10:21:23,1
7017,10:21:24,1
7017,10:21:25,3
7017,10:21:27,2
7017,10:21:31,2
7017,10:21:35,3
7017,10:21:36,1
7017,10:21:37,2
7017,10:21:39,2
7017,10:21:42,1
7017,10:21:49,2
7017,10:21:50,1
7017,10:22:00,4
7017,10:22:10,5
7017,10:22:11,2
7017,10:22:13,1
7017,10:22:16,2
7017,10:22:19,2
7017,10:22:22,1
7017,10:22:23,1
7017,10:22:24,2
7017,10:22:27,4
7017,10:22:31,4
7017,10:22:36,2
7017,10:22:40,3
7017,10:22:42,2
7017,10:22:44,3
7017,10:22:45,1
7017,10:22:46,1
7017,10:22:47,1
7017,10:22:48,2
7017,10:22:50,1
7017,10:22:52,2
7017,10:22:55,1
7017,10:23:00,1
7017,10:23:01,1
7017,10:23:02,1
7017,10:23:11,7
7017,10:23:13,1
7017,10:23:18,5
7017,10:23:22,4
7017,10:23:25,1
7017,10:23:27,1
7017,10:23:30,2
7017,10:23:32,1
7017,10:23:35,2
7017,10:23:37,1
7017,10:23:46,3
7017,10:23:47,3
7017,10:23:51,1
7017,10:23:52,1
7017,10:23:54,1
7017,10:23:55,2
7017,10:23:57,2
7017,10:23:58,1
7017,10:24:05,4
7017,10:24:06,3
7017,10:24:14,1
7017,10:24:17,1
7017,10:24:18,1
7017,10:24:21,3
7017,10:24:22,1
7017,10:24:24,4
7017,10:24:34,5
7017,10:24:35,2
7017,10:24:44,3
7017,10:24:45,3
7017,10:24:48,2
7017,10:24:49,1
7017,10:24:53,2
7017,10:24:57,4
7017,10:24:58,1
7017,10:25:04,1
7017,10:25:09,2
7017,10:25:14,4
7017,10:25:15,2
7017,10:25:17,2
7017,10:25:18,1
7017,10:25:22,5
7017,10:25:27,2
7017,10:25:29,3
7017,10:25:31,3
7017,10:25:32,2
7017,10:25:40,4
7017,10:25:41,1
7017,10:25:42,1
7017,10:25:43,1
7017,10:25:45,1
7017,10:25:52,4
7017,10:25:56,1
7017,10:25:57,1
7017,10:25:59,3
7017,10:26:01,2
7017,10:26:02,2
7017,10:26:07,4
7017,10:26:09,1
7017,10:26:10,1
7017,10:26:11,1
7017,10:26:16,3
7017,10:26:22,3
7017,10:26:24,2
7017,10:26:25,1
7017,10:26:29,3
7017,10:26:31,1
7017,10:26:32,2
7017,10:26:35,2
7017,10:26:38,3
7017,10:26:39,1
7017,10:26:42,1
7017,10:26:44,2
7017,10:26:45,3
7017,10:26:46,1
7017,10:26:49,4
7017,10:26:50,1
7017,10:26:53,3
7017,10:26:54,1
7017,10:26:55,3
7017,10:26:57,2
7017,10:27:05,4
7017,10:27:07,2
7017,10:27:08,3
7017,10:27:10,4
7017,10:27:17,3
7017,10:27:18,1
7017,10:27:26,3
7017,10:27:30,2
7017,10:27:31,2
7017,10:27:32,1
7017,10:27:34,2
7017,10:27:35,1
7017,10:27:45,5
7017,10:27:46,1
7017,10:27:47,1
7017,10:27:48,2
7017,10:27:58,2
7017,10:28:00,2
7017,10:28:01,2
7017,10:28:02,1
7017,10:28:04,1
7017,10:28:13,1
7017,10:28:23,6
7017,10:28:31,2
7017,10:28:32,1
7017,10:28:40,5
7017,10:28:41,1
7017,10:28:45,1
7017,10:28:47,1
7017,10:28:50,3
7017,10:28:52,4
7017,10:28:53,1
7017,10:28:54,2
7017,10:28:57,4
7017,10:29:00,2
7017,10:29:03,1
7017,10:29:04,1
7017,10:29:06,2
7017,10:29:09,4
7017,10:29:12,2
7017,10:29:17,1
7017,10:29:23,3
7017,10:29:25,2
7017,10:29:28,1
7017,10:29:30,2
7017,10:29:31,1
7017,10:29:33,2
7017,10:29:35,1
7017,10:29:37,1
7017,10:29:43,4
7017,10:29:49,2
7017,10:29:51,2
7017,10:29:56,2
7017,10:30:00,3
7017,10:30:01,1
7017,10:30:03,1
7017,10:30:07,3
7017,10:30:08,1
7017,10:30:09,1
7017,10:30:12,2
7017,10:30:15,1
7017,10:30:16,1
7017,10:30:18,1
7017,10:30:24,3
7017,10:30:35,3
7017,10:30:37,1
7017,10:30:40,2
7017,10:30:43,3
7017,10:30:45,1
7017,10:30:46,1
7017,10:30:48,1
7017,10:30:51,1
7017,10:30:55,2
7017,10:30:57,1
7017,10:31:01,1
7017,10:31:02,2
7017,10:31:04,1
7017,10:31:07,1
7017,10:31:11,2
7017,10:31:12,1
7017,10:31:16,2
7017,10:31:20,2
7017,10:31:21,1
7017,10:31:24,5
7017,10:31:35,3
7017,10:31:36,2
7017,10:31:41,4
7017,10:31:47,1
7017,10:31:48,1
7017,10:31:52,1
7017,10:31:58,1
7017,10:32:03,3
7017,10:32:04,2
7017,10:32:08,1
7017,10:32:11,1
7017,10:32:12,3
7017,10:32:19,3
7017,10:32:23,4
7017,10:32:24,1
7017,10:32:26,1
7017,10:32:27,1
7017,10:32:31,3
7017,10:32:38,4
7017,10:32:39,1
7017,10:32:41,1
7017,10:32:42,3
7017,10:32:46,2
7017,10:32:47,1
7017,10:32:51,2
7017,10:32:53,1
7017,10:32:54,1
7017,10:32:57,1
7017,10:33:05,6
7017,10:33:06,1
7017,10:33:11,3
7017,10:33:12,1
7017,10:33:17,1
7017,10:33:18,2
7017,10:33:23,1
7017,10:33:24,1
7017,10:33:28,3
7017,10:33:29,2
7017,10:33:40,3
7017,10:33:41,4
7017,10:33:46,3
7017,10:33:47,1
7017,10:33:48,2
7017,10:33:49,2
7017,10:33:52,2
7017,10:33:57,3
7017,10:33:59,2
7017,10:34:03,1
7017,10:34:04,3
7017,10:34:05,2
7017,10:34:07,2
7017,10:34:10,3
7017,10:34:12,1
7017,10:34:15,3
7017,10:34:19,1
7017,10:34:26,4
7017,10:34:29,2
7017,10:34:36,2
7017,10:34:39,5
7017,10:34:41,2
7017,10:34:47,2
7017,10:34:48,1
7017,10:34:49,1
7017,10:34:53,1
7017,10:34:54,2
7017,10:34:55,1
7017,10:34:56,1
7017,10:35:00,2
7017,10:35:06,3
7017,10:35:09,1
7017,10:35:12,2
7017,10:35:13,1
7017,10:35:14,1
7017,10:35:16,1
7017,10:35:17,1
7017,10:35:19,1
7017,10:35:24,3
7017,10:35:26,2
7017,10:35:37,3
7017,10:35:40,1
7017,10:35:42,2
7017,10:35:43,1
7017,10:35:46,2
7017,10:35:48,2
7017,10:35:57,3
7017,10:35:59,1
7017,10:36:00,1
7017,10:36:03,4
7017,10:36:10,4
7017,10:36:12,1
7017,10:36:14,1
7017,10:36:15,1
7017,10:36:16,2
7017,10:36:19,2
7017,10:36:20,2
7017,10:36:22,2
7017,10:36:24,1
7017,10:36:27,1
7017,10:36:28,2
7017,10:36:30,1
7017,10:36:33,2
7017,10:36:34,1
7017,10:36:35,1
7017,10:36:45,4
7017,10:36:50,3
7017,10:36:51,3
7017,10:36:53,2
7017,10:36:55,1
7017,10:36:56,2
7017,10:36:58,4
7017,10:37:02,1
7017,10:37:04,2
7017,10:37:12,3
7017,10:37:13,1
7017,10:37:15,1
7017,10:37:17,1
7017,10:37:18,1
7017,10:37:22,4
7017,10:37:23,2
7017,10:37:25,3
7017,10:37:30,3
7017,10:37:38,6
7017,10:37:39,1
7017,10:37:43,2
7017,10:37:46,1
7017,10:37:53,2
7017,10:37:54,1
7017,10:37:58,2
7017,10:37:59,4
7017,10:38:00,1
7017,10:38:01,1
7017,10:38:06,1
7017,10:38:12,1
7017,10:38:13,1
7017,10:38:23,1
7017,10:38:28,1
7017,10:38:33,2
7017,10:38:36,1
7017,10:38:37,1
7017,10:38:40,3
7017,10:38:41,1
7017,10:38:45,2
7017,10:38:52,3
7017,10:38:55,2
7017,10:39:00,1
7017,10:39:01,1
7017,10:39:03,2
7017,10:39:06,2
7017,10:39:07,1
7017,10:39:10,1
7017,10:39:13,3
7017,10:39:20,3
7017,10:39:22,1
7017,10:39:25,2
7017,10:39:27,2
7017,10:39:28,1
7017,10:39:29,1
7017,10:39:30,1
7017,10:39:34,1
7017,10:39:37,2
7017,10:39:38,1
7017,10:39:40,1
7017,10:39:42,1
7017,10:39:45,2
7017,10:39:48,3
7017,10:39:52,2
7017,10:39:54,3
7017,10:39:55,1
7017,10:40:04,5
7017,10:40:06,1
7017,10:40:08,2
7017,10:40:15,5
7017,10:40:16,1
7017,10:40:18,1
7017,10:40:20,2
7017,10:40:23,3
7017,10:40:24,2
7017,10:40:35,2
7017,10:40:39,1
7017,10:40:41,1
7017,10:40:42,2
7017,10:40:43,1
7017,10:40:45,1
7017,10:40:48,1
7017,10:40:49,1
7017,10:40:50,2
7017,10:40:51,1
7017,10:40:54,1
7017,10:40:56,1
7017,10:40:57,3
7017,10:40:58,1
7017,10:41:04,7
7017,10:41:05,2
7017,10:41:06,1
7017,10:41:07,1
7017,10:41:08,1
7017,10:41:11,2
7017,10:41:13,2
7017,10:41:15,1
7017,10:41:17,2
7017,10:41:21,2
7017,10:41:22,2
7017,10:41:29,6
7017,10:41:30,1
7017,10:41:31,2
7017,10:41:33,1
7017,10:41:38,6
7017,10:41:44,6
7017,10:41:45,1
7017,10:41:46,1
7017,10:41:47,2
7017,10:41:48,3
7017,10:41:49,3
7017,10:41:50,2
7017,10:41:54,1
7017,10:41:55,2
7017,10:42:01,1
7017,10:42:06,3
7017,10:42:08,1
7017,10:42:12,1
7017,10:42:16,4
7017,10:42:17,1
7017,10:42:18,1
7017,10:42:20,1
7017,10:42:27,3
7017,10:42:28,2
7017,10:42:29,1
7017,10:42:33,2
7017,10:42:36,3
7017,10:42:37,1
7017,10:42:43,4
7017,10:42:45,1
7017,10:42:48,1
7017,10:42:49,3
7017,10:42:51,1
7017,10:42:52,1
7017,10:42:53,1
7017,10:42:57,1
7017,10:42:58,2
7017,10:42:59,1
7017,10:43:01,2
7017,10:43:02,2
7017,10:43:03,2
7017,10:43:12,7
7017,10:43:16,1
7017,10:43:23,5
7017,10:43:24,1
7017,10:43:32,4
7017,10:43:35,2
7017,10:43:36,1
7017,10:43:37,1
7017,10:43:38,1
7017,10:43:48,5
7017,10:43:49,1
7017,10:43:51,4
7017,10:43:55,2
7017,10:44:00,5
7017,10:44:02,2
7017,10:44:07,7
7017,10:44:13,3
7017,10:44:14,1
7017,10:44:24,3
7017,10:44:25,1
7017,10:44:26,2
7017,10:44:30,2
7017,10:44:32,1
7017,10:44:36,3
7017,10:44:43,7
7017,10:44:44,1
7017,10:44:49,1
7017,10:44:50,1
7017,10:44:52,2
7017,10:44:55,1
7017,10:44:56,2
7017,10:45:01,3
7017,10:45:02,2
7017,10:45:04,1
7017,10:45:05,3
7017,10:45:07,2
7017,10:45:11,3
7017,10:45:13,1
7017,10:45:15,2
7017,10:45:20,2
7017,10:45:22,1
7017,10:45:23,3
7017,10:45:28,1
7017,10:45:29,2
7017,10:45:30,1
7017,10:45:31,2
7017,10:45:32,2
7017,10:45:34,1
7017,10:45:42,6
7017,10:45:45,1
7017,10:45:47,1
7017,10:45:48,2
7017,10:45:49,3
7017,10:45:53,3
7017,10:45:55,1
7017,10:45:57,1
7017,10:45:58,2
7017,10:46:05,4
7017,10:46:07,3
7017,10:46:10,4
7017,10:46:18,6
7017,10:46:21,2
7017,10:46:28,6
7017,10:46:30,1
7017,10:46:31,1
7017,10:46:33,2
7017,10:46:41,2
7017,10:46:44,1
7017,10:46:45,1
7017,10:46:51,1
7017,10:46:52,2
7017,10:46:59,1
7017,10:47:02,2
7017,10:47:04,4
7017,10:47:06,1
7017,10:47:08,4
7017,10:47:15,3
7017,10:47:16,1
7017,10:47:17,2
7017,10:47:18,2
7017,10:47:21,2
7017,10:47:22,2
7017,10:47:25,1
7017,10:47:32,4
7017,10:47:33,2
7017,10:47:35,1
7017,10:47:44,3
7017,10:47:45,1
7017,10:47:47,1
7017,10:47:48,1
7017,10:47:49,2
7017,10:47:57,2
7017,10:47:58,2
7017,10:48:01,2
7017,10:48:04,1
7017,10:48:08,1
7017,10:48:11,3
7017,10:48:12,1
7017,10:48:13,2
7017,10:48:18,4
7017,10:48:19,1
7017,10:48:23,2
7017,10:48:25,1
7017,10:48:27,2
7017,10:48:32,2
7017,10:48:33,2
7017,10:48:34,1
7017,10:48:35,2
7017,10:48:44,5
7017,10:48:46,4
7017,10:48:47,2
7017,10:48:48,1
7017,10:48:49,1
7017,10:48:50,2
7017,10:48:51,2
7017,10:48:55,1
7017,10:48:57,2
7017,10:48:59,1
7017,10:49:08,5
7017,10:49:16,4
7017,10:49:17,3
7017,10:49:21,1
7017,10:49:24,4
7017,10:49:27,2
7017,10:49:28,1
7017,10:49:29,3
7017,10:49:34,1
7017,10:49:35,1
7017,10:49:40,4
7017,10:49:43,2
7017,10:49:44,1
7017,10:49:46,1
7017,10:49:48,1
7017,10:49:49,1
7017,10:49:51,2
7017,10:49:54,3
7017,10:49:55,1
7017,10:50:01,2
7017,10:50:06,1
7017,10:50:07,1
7017,10:50:08,1
7017,10:50:11,2
7017,10:50:19,1
7017,10:50:29,7
7017,10:50:31,3
7017,10:50:32,1
7017,10:50:34,1
7017,10:50:35,1
7017,10:50:36,2
7017,10:50:37,1
7017,10:50:38,1
7017,10:50:40,2
7017,10:50:42,1
7017,10:50:47,5
7017,10:50:51,3
7017,10:50:57,1
7017,10:51:02,2
7017,10:51:05,2
7017,10:51:10,1
7017,10:51:12,6
7017,10:51:22,5
7017,10:51:23,1
7017,10:51:24,1
7017,10:51:28,2
7017,10:51:32,1
7017,10:51:39,2
7017,10:51:43,1
7017,10:51:45,2
7017,10:51:52,5
7017,10:51:56,1
7017,10:51:57,1
7017,10:51:58,1
7017,10:52:02,1
7017,10:52:04,1
7017,10:52:05,3
7017,10:52:10,3
7017,10:52:11,1
7017,10:52:21,1
7017,10:52:22,1
7017,10:52:26,2
7017,10:52:31,1
7017,10:52:32,2
7017,10:52:33,3
7017,10:52:36,2
7017,10:52:37,1
7017,10:52:38,2
7017,10:52:39,1
7017,10:52:40,2
7017,10:52:44,3
7017,10:52:49,3
7017,10:52:50,1
7017,10:52:51,1
7017,10:52:52,2
7017,10:52:53,1
7017,10:52:57,1
7017,10:53:01,3
7017,10:53:02,1
7017,10:53:12,4
7017,10:53:13,1
7017,10:53:14,1
7017,10:53:15,1
7017,10:53:18,4
7017,10:53:19,1
7017,10:53:22,1
7017,10:53:26,5
7017,10:53:27,1
7017,10:53:29,1
7017,10:53:35,3
7017,10:53:40,2
7017,10:53:41,1
7017,10:53:42,2
7017,10:53:51,5
7017,10:53:55,2
7017,10:53:57,1
7017,10:53:58,1
7017,10:54:05,2
7017,10:54:06,1
7017,10:54:12,2
7017,10:54:19,3
7017,10:54:22,2
7017,10:54:24,1
7017,10:54:33,3
7017,10:54:38,1
7017,10:54:44,3
7017,10:54:45,1
7017,10:54:47,2
7017,10:54:53,2
7017,10:54:54,3
7017,10:54:58,3
7017,10:54:59,1
7017,10:55:00,1
7017,10:55:01,1
7017,10:55:04,1
7017,10:55:05,1
7017,10:55:15,2
7017,10:55:16,1
7017,10:55:19,2
7017,10:55:20,1
7017,10:55:21,1
7017,10:55:31,1
7017,10:55:37,3
7017,10:55:38,1
7017,10:55:41,1
7017,10:55:43,2
7017,10:55:45,1
7017,10:55:50,4
7017,10:55:59,4
7017,10:56:01,2
7017,10:56:10,2
7017,10:56:12,1
7017,10:56:13,2
7017,10:56:15,1
7017,10:56:19,1
7017,10:56:25,3
7017,10:56:26,2
7017,10:56:27,2
7017,10:56:33,2
